hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
390,101.9,22,83.2,Slider
2,57.3,-40,82.2,Changeup
412,103.6,32,83.2,Slider
325,88.8,35,83.6,Changeup
61,69.9,4,83.3,Changeup
221,99.2,13,83.4,Slider
152,88.4,9,83.8,Slider
133,107.7,7,82.1,Changeup
310,84.2,29,83.3,Changeup
0,51.1,-75,82.7,Changeup
99,79.3,9,82.8,Changeup
2,66,-48,81.8,Curveball
179,83.1,60,82,Curveball
447,108.2,26,82.1,Slider
1,96.4,49,82.1,Slider
253,75,28,82,Slider
425,106.4,24,82.5,Curveball
295,98.3,18,81.4,Curveball
2,88.7,-36,82.7,Knuckle Curve
332,102.9,25,82.7,Changeup
349,95.7,31,82.2,Changeup
12,80.5,-10,83,Split-Finger
337,105.9,41,82.2,Slider
278,82.2,43,82.7,Slider
4,60.6,-34,81.5,Curveball
211,76.1,22,82.3,Knuckle Curve
109,86.9,7,83.7,Changeup
292,77.8,29,82.5,Changeup
435,106.6,24,83.1,Split-Finger
35,95.1,-1,82.2,Knuckle Curve
405,100.7,33,83.5,Slider
170,97.8,9,82.7,Changeup
1,49.5,-63,83.6,Changeup
3,41.5,-27,83.2,Slider
2,87.9,-51,81.7,Curveball
114,77.1,10,82.3,Slider
217,68.8,38,82.3,Slider
18,90.5,82,82.1,Slider
90,89.2,4,82.3,Slider
17,96.7,-5,82.9,Changeup
4,96.7,-23,82,Knuckle Curve
229,100.3,16,80.8,Slider
355,96.7,36,81.6,Changeup
363,104,45,82,Curveball
186,101.2,10,81.8,Curveball
287,77.7,33,83,Curveball
19,81.3,-5,81.8,Slider
8,94,-15,81.8,Curveball
8,86.8,-14,81.3,Curveball
248,92.9,16,81.2,Curveball
257,72.5,35,82.3,Slider
3,84.9,-34,82.1,Slider
1,42.6,-57,83.1,Curveball
16,91.6,-9,81.3,Curveball
282,88.8,46,80.7,Curveball
4,65.5,-30,81.7,Slider
132,97.7,6,81.5,Slider
98,79.4,7,81.6,Slider
104,81.8,2,83.1,Slider
292,81.8,25,81.4,Curveball
36,69.7,1,80.5,Curveball
165,97.3,10,81,Curveball
159,87.4,65,81.6,Slider
8,91.6,-12,83.1,Slider
271,91.6,46,81.5,Curveball
134,97.6,7,81.4,Slider
270,93.6,17,82,Slider
331,94.6,37,82.9,Curveball
127,80.7,12,82.3,Curveball
347,102.6,41,82,Slider
340,103.2,16,80.8,Slider
74,73.2,3,82.5,Slider
259,77.2,33,81.8,Knuckle Curve
210,68.7,42,81.8,Slider
191,68.8,28,81.6,Slider
240,70.9,37,82.8,Slider
30,95.5,-3,81.9,Knuckle Curve
307,86,38,81,Slider
243,71.1,32,80.8,Knuckle Curve
11,95.2,-12,81.9,Knuckle Curve
305,97.5,19,82.2,Changeup
3,61.1,-29,81.2,Curveball
9,34.2,-14,81.5,Slider
186,74.2,57,81.3,Slider
292,91.3,44,81.3,Slider
300,92.3,43,81.7,Slider
176,72.8,57,81.5,Slider
48,91.5,0,81.1,Curveball
61,92.5,2,81.6,Curveball
244,90.2,16,81.5,Changeup
269,94.5,51,81.5,Slider
253,76.6,27,81.9,Slider
433,104.8,31,81.1,Curveball
25,93.6,-4,81.6,Curveball
274,77.4,34,80.9,Curveball
277,96.5,46,82.2,Curveball
1,40.2,-68,82.3,Curveball
8,93.5,-13,82,Slider
419,111.7,18,80.6,Curveball
9,82.6,-18,82.7,Curveball
319,95.8,40,81.7,Changeup
245,97,14,81.1,Changeup
7,73.5,-20,81.5,Changeup
353,97.1,21,81.8,Slider
215,104.5,10,82.6,Curveball
2,54,-37,82.7,Curveball
331,88.9,35,81.3,Curveball
211,105.6,10,82.2,Curveball
356,97,36,82.3,Knuckle Curve
33,87.1,-1,81.6,Curveball
16,86.8,-10,80.3,Curveball
214,101.1,15,81.2,Changeup
28,93.1,-3,81.3,Curveball
236,87.1,16,82.5,Curveball
12,71.4,-10,80.7,Curveball
163,91.1,61,80.6,Curveball
286,87.3,19,81,Slider
159,94.9,70,81.2,Slider
397,98.8,27,81.7,Changeup
246,107.6,12,82.4,Slider
220,71.2,36,82.4,Changeup
144,100.6,9,82.1,Slider
175,77.2,55,81.5,Curveball
40,95.9,0,81.2,Curveball
207,86.5,13,80.4,Curveball
230,106.6,14,81.1,Curveball
32,72.1,0,81.1,Curveball
144,93,7,81.9,Curveball
331,103.5,20,80.9,Curveball
13,101.8,-10,80.2,Knuckle Curve
6,80.5,-13,82.1,Curveball
189,98.8,10,81.8,Curveball
336,96.5,20,81,Curveball
5,78.9,-27,80.9,Curveball
321,94.6,40,81.9,Curveball
365,98.9,36,80.5,Curveball
64,81.4,3,80.6,Curveball
175,77.8,13,80.5,Curveball
337,93.6,43,81.3,Slider
288,95.1,17,82.2,Slider
46,92.7,0,80.1,Curveball
1,68.1,-51,79.7,Curveball
296,89.4,42,81.1,Curveball
9,68.1,-12,81.2,Curveball
221,77.4,23,80.9,Curveball
3,82.2,-31,81.2,Knuckle Curve
26,75,-3,82.1,Changeup
166,97.9,11,82,Slider
124,94.9,7,81.5,Knuckle Curve
299,83.3,38,80.7,Changeup
155,90.3,10,80.3,Knuckle Curve
161,107.6,10,80.5,Changeup
8,62.1,-21,80.2,Changeup
74,100.8,3,81.6,Cutter
294,90.3,25,81.7,Curveball
111,75.2,11,80.1,Knuckle Curve
2,85.7,-41,80.1,Curveball
14,91.7,-6,80.5,Curveball
237,76.7,49,81.8,Slider
380,97.5,28,80.2,Slider
12,100.2,-9,82,Curveball
357,105.2,21,80,Curveball
353,112.4,17,81.8,Curveball
97,84.2,6,80.4,Curveball
204,97.6,14,79.8,Curveball
302,85.6,40,80.2,Curveball
166,98.5,8,79.7,Curveball
226,92.8,15,80.1,Curveball
13,78.2,-8,80.1,Curveball
230,80.6,51,81.4,Knuckle Curve
11,85.1,-9,79.9,Curveball
311,92.5,20,81.2,Curveball
59,92.2,2,82.3,Changeup
148,81.1,13,81.4,Slider
29,87.9,-2,80.5,Changeup
71,98.8,3,82.1,Changeup
1,70.1,-61,79.1,Curveball
31,85.1,0,81.4,Changeup
79,89.3,5,80.5,Changeup
10,84.7,-17,80.3,Knuckle Curve
340,90.2,34,80.7,Slider
11,100,-10,80.7,Knuckle Curve
54,104.8,1,80.1,Curveball
361,100.9,21,80.1,Curveball
247,81.4,21,80.6,Curveball
17,95.9,-7,80.4,Curveball
54,89,76,80.3,Slider
336,89.8,27,80,Curveball
318,86.9,24,79.8,Curveball
4,89.3,-19,80,Curveball
95,68.7,70,81.7,Curveball
6,103.7,-19,81.7,Curveball
2,68.5,-51,81.3,Curveball
12,30,-9,80.6,Slider
42,75.2,85,79.3,Slider
342,99.8,44,80.3,Slider
292,100.8,16,80.4,Curveball
267,81.8,43,79.6,Knuckle Curve
130,94.9,8,81.2,Changeup
392,103,34,81.9,Slider
6,73.2,-19,80.9,Knuckle Curve
308,91.9,31,80.5,Curveball
220,79.7,19,82.1,Curveball
71,87.7,5,80.5,Changeup
6,90,-21,80.4,Slider
90,75,8,80.1,Knuckle Curve
297,100.4,18,80.9,Knuckle Curve
3,73.8,-36,81.6,Curveball
160,87.1,12,81.1,Curveball
81,91.5,5,80.9,Changeup
6,87.9,-12,81.4,Slider
6,64.3,-18,79.4,Knuckle Curve
282,88.4,36,81.1,Curveball
226,87.9,55,80.4,Slider
148,107.8,9,79.7,Knuckle Curve
30,90,-1,80,Knuckle Curve
328,85.5,32,81.1,Slider
5,82.9,-30,81.4,Curveball
149,89.8,8,79.8,Knuckle Curve
96,92.5,4,79.9,Curveball
309,95.4,22,80,Curveball
147,95.1,5,80.3,Curveball
55,100.1,1,81.3,Curveball
349,96.6,23,81.3,Slider
2,60.1,-45,81.3,Slider
213,94.2,15,79.8,Changeup
319,93.1,26,80.5,Slider
252,107.7,13,79.9,Changeup
1,46.2,-64,80.4,Curveball
121,84,9,80.4,Curveball
16,88.7,-9,81,Slider
16,101.1,-4,80.8,Slider
1,69.7,-53,79.5,Curveball
50,72.8,84,79.2,Slider
359,102.3,40,79.6,Curveball
173,76.6,17,79.6,Curveball
3,76,-46,79.9,Curveball
171,84.7,61,79.5,Curveball
46,106.7,0,79.5,Curveball
228,74.4,43,79.7,Curveball
148,106.8,6,80.6,Slider
31,81.7,-2,80.8,Curveball
368,96,29,80.1,Curveball
295,79.9,31,81,Slider
2,82.1,-35,80.3,Curveball
5,74.1,-26,80.3,Changeup
378,95.6,29,80.3,Changeup
224,74.7,22,79.8,Curveball
2,86.5,-44,80.1,Curveball
35,106.2,-2,80.1,Changeup
2,69.2,-30,80,Curveball
8,71.3,-8,80.3,Knuckle Curve
253,81.6,19,78.9,Knuckle Curve
85,97.9,4,80.9,Curveball
356,92.8,24,80.9,Knuckle Curve
363,100.8,36,79.9,Curveball
374,94.9,35,79.8,Curveball
229,71.3,42,79.1,Knuckle Curve
8,39.6,-6,79,Knuckle Curve
372,102.5,41,80.3,Curveball
353,94.3,26,81.4,Slider
111,71.7,69,80.9,Changeup
8,66.5,-13,80.2,Changeup
3,46.6,-40,80.3,Slider
163,99.5,10,79.5,Changeup
399,105,27,78.5,Fastball
23,95.3,-6,79,Curveball
16,92.4,-7,79.6,Slider
287,81,36,80.1,Slider
440,107.3,33,81.3,Slider
238,105.5,12,80.4,Cutter
1,41.2,-68,79.6,Curveball
19,87.2,-5,80.3,Slider
221,77.5,48,79.1,Knuckle Curve
367,95.2,34,80.2,Curveball
331,96.1,36,80.9,Curveball
227,75.3,45,79.6,Curveball
335,90.1,26,78.9,Knuckle Curve
27,72.4,82,78.9,Knuckle Curve
259,91.6,14,79.1,Knuckle Curve
286,93.3,51,79.6,Knuckle Curve
396,101.4,24,80.8,Knuckle Curve
2,62.6,-65,79.4,Slider
229,107.7,12,78.4,Knuckle Curve
233,84.7,19,78.3,Knuckle Curve
110,98.4,7,80.6,Curveball
54,101.1,1,80.2,Slider
392,98.5,30,78.9,Curveball
389,102.1,34,80.2,Changeup
2,87.3,-29,78,Curveball
387,106.4,36,79.4,Curveball
201,106,10,78.9,Knuckle Curve
182,85.3,62,78.6,Slider
142,60.3,56,79.1,Knuckle Curve
220,71.3,25,79.4,Curveball
6,83.4,-20,80.7,Curveball
366,94.5,36,79.3,Curveball
256,98.3,14,80.1,Knuckle Curve
290,92.3,46,79.9,Slider
2,55.7,-38,79.1,Curveball
394,101.7,22,81.1,Changeup
366,100.2,22,81,Slider
172,91.6,13,79.1,Changeup
202,100.4,11,79.9,Curveball
12,105.5,-7,80.1,Slider
2,55.6,-45,79.4,Curveball
242,85.2,52,78.8,Curveball
188,91,14,79.1,Knuckle Curve
38,77.6,1,79.9,Curveball
89,99.5,4,79.2,Curveball
371,112.2,20,79.4,Changeup
179,59.4,41,79.3,Knuckle Curve
6,93.1,-17,78.3,Knuckle Curve
128,70,11,78.8,Curveball
27,99.1,-4,78.8,Curveball
5,80,-21,78.8,Knuckle Curve
394,98.9,30,78.6,Knuckle Curve
13,107.8,-6,80.4,Knuckle Curve
205,99.8,10,80.1,Slider
24,98.7,-4,79.8,Changeup
385,100.4,32,78.7,Curveball
307,110.3,14,78.7,Curveball
16,87.2,-8,79.3,Knuckle Curve
382,102.7,39,80.2,Slider
444,107.3,27,80.2,Curveball
231,88.7,20,78.5,Knuckle Curve
418,104,33,78.4,Knuckle Curve
252,81.8,16,79.1,Changeup
181,65.2,51,80,Curveball
354,109,20,78.5,Curveball
16,87.7,-6,79.2,Curveball
207,85.8,14,78.6,Curveball
129,93.5,9,79.2,Curveball
326,99.2,17,79.1,Curveball
247,90.5,47,79.5,Curveball
54,77.7,3,78.8,Curveball
142,79.3,11,78.6,Curveball
320,93.3,22,78.3,Curveball
115,79.8,10,79.3,Changeup
399,104.6,25,79.3,Knuckle Curve
219,76,50,79.5,Changeup
16,106.6,-9,80.3,Knuckle Curve
19,95.6,-4,80.3,Changeup
281,77.9,30,79.5,Slider
8,71.5,-13,78.9,Changeup
324,97.8,19,78.4,Curveball
317,88.5,39,78.1,Knuckle Curve
330,89.3,26,78.2,Knuckle Curve
379,96.2,34,80,Curveball
262,96,53,78.4,Slider
331,102.4,17,78.8,Changeup
12,98.4,-12,79.2,Curveball
243,77.1,32,78.8,Changeup
1,44.6,-78,77.7,Curveball
287,86.4,42,78.4,Changeup
308,95.4,21,79.4,Curveball
349,97.4,40,78.7,Curveball
13,89,-8,78.5,Curveball
190,92.9,61,79.3,Knuckle Curve
289,99.6,49,78.9,Slider
291,91.1,18,79.7,Curveball
83,79.8,73,78.2,Knuckle Curve
385,106.1,22,77,Knuckle Curve
43,95.1,0,78.6,Curveball
211,82.4,56,78.2,Changeup
92,97.7,5,79.9,Curveball
3,86.4,-32,78.1,Knuckle Curve
353,91.5,37,78,Curveball
113,74.4,10,79.5,Changeup
1,63.5,-51,79.3,Curveball
330,89.4,40,79,Changeup
299,92.3,46,77.6,Slider
1,48.5,-65,79.4,Slider
387,104.6,22,78.9,Curveball
395,98.9,32,77.4,Slider
298,90.3,20,78.7,Curveball
3,70.4,-42,78.4,Curveball
215,82.5,53,78.9,Curveball
97,71.5,8,77.8,Knuckle Curve
131,65,17,78.4,Curveball
286,96,45,80,Knuckle Curve
9,77.7,-16,77.8,Curveball
169,82.7,14,78.3,Changeup
463,111.7,29,79.4,Changeup
11,85.8,-13,78.7,Slider
4,74.7,-22,79.5,Changeup
191,85.6,15,78.5,Knuckle Curve
259,99.4,16,79.1,Curveball
235,106.1,9,79.8,Knuckle Curve
253,92.2,16,79.2,Curveball
194,94.8,8,79.1,Curveball
1,79.3,-70,78,Knuckle Curve
257,78.9,30,77.8,Knuckle Curve
345,104.4,20,78,Knuckle Curve
264,92.7,49,77.6,Knuckle Curve
284,93.1,20,77.8,Curveball
177,86.6,14,78,Changeup
268,99.6,13,78.6,Changeup
253,80.1,40,78.5,Curveball
101,80.6,8,79,Knuckle Curve
409,105.8,22,78.2,Changeup
37,96.1,0,78.7,Curveball
398,100.8,26,78.9,Curveball
361,95.9,28,77.1,Knuckle Curve
259,109.5,14,79.5,Knuckle Curve
261,90.2,51,77.4,Knuckle Curve
190,82.6,56,77.2,Curveball
184,73.2,16,78.7,Curveball
6,102.9,-11,77.9,Curveball
5,69.8,-28,79.7,Knuckle Curve
21,83,-6,77.1,Curveball
87,92.8,3,78,Changeup
89,95.3,5,77.8,Curveball
270,77.6,38,78.5,Changeup
169,88.2,63,77.4,Knuckle Curve
1,53.7,-34,79.5,Slider
15,44.9,-8,78.2,Slider
2,59.7,-43,78.2,Curveball
7,90.4,-14,78.1,Curveball
116,103.2,6,78,Curveball
342,91.3,25,77.2,Slider
9,55.2,-18,76.3,Knuckle Curve
1,54.3,-49,78.2,Curveball
50,58.4,5,77.5,Knuckle Curve
3,94.6,-23,78.6,Curveball
18,99.4,-9,77.5,Curveball
175,102.2,9,77.7,Curveball
26,82.5,-4,77.5,Knuckle Curve
0,56.8,-89,78.1,Curveball
11,88.3,-6,77.7,Curveball
200,90.6,15,78.4,Changeup
408,100.7,30,78.5,Curveball
147,96.7,10,77.3,Changeup
0,72.8,-79,77.3,Curveball
324,98.5,44,77.9,Curveball
70,93.1,3,76.9,Knuckle Curve
377,99,34,77.5,Changeup
4,78.9,-18,76.8,Knuckle Curve
2,48.5,-61,78.9,Curveball
116,115.7,5,77.9,Curveball
39,93.3,-1,77.3,Curveball
328,94.4,21,77,Knuckle Curve
255,72.5,35,78.4,Curveball
8,86.5,84,77.8,Slider
25,73,-2,78,Changeup
242,71.7,39,77,Knuckle Curve
15,96.6,-5,78.6,Curveball
289,92.5,19,77.3,Curveball
322,95.1,20,78.9,Knuckle Curve
21,104.2,-3,79.1,Curveball
333,91.5,40,77.4,Slider
189,81,60,77.7,Slider
284,88.1,21,77.8,Changeup
377,103.3,26,77,Knuckle Curve
53,89.4,1,76.9,Curveball
79,80,5,77.5,Curveball
7,69.2,-16,77.8,Curveball
232,94.3,16,77.6,Curveball
282,79.4,32,76.6,Curveball
2,53.4,-54,77.1,Curveball
110,108.9,5,76.9,Changeup
300,84.7,24,76.8,Curveball
2,67.8,-48,76.9,Curveball
320,87.9,22,77.5,Slider
14,78.6,-9,76.8,Changeup
166,66.2,24,76.9,Curveball
281,97,50,77.2,Curveball
317,96.3,22,75.9,Curveball
159,109.9,9,76.7,Curveball
153,81.6,13,77,Curveball
237,92,56,76.7,Curveball
5,75.2,-13,76.5,Curveball
241,105.7,10,76.9,Curveball
8,67.1,-12,77.2,Curveball
93,71.9,10,76.6,Curveball
200,85.4,14,76.4,Curveball
193,93.2,12,76.5,Curveball
64,102.9,1,76.2,Curveball
255,77.9,43,75.9,Knuckle Curve
419,103.3,27,76.8,Curveball
243,110.4,12,76.2,Curveball
56,80.7,76,76.8,Slider
58,98.9,2,75.6,Curveball
178,78.3,18,76.1,Curveball
197,88.4,14,76.6,Curveball
6,68.1,-19,76.6,Curveball
83,96,5,76.1,Curveball
280,86.6,20,75.4,Knuckle Curve
237,88.9,53,75.4,Knuckle Curve
286,100.8,50,76.9,Curveball
42,99.1,0,76.1,Curveball
210,77.9,49,75.9,Curveball
247,91.1,19,77.7,Knuckle Curve
251,85,49,76.3,Slider
323,91.7,26,75.6,Curveball
2,59.2,-42,76.9,Curveball
296,84.5,33,75.9,Curveball
1,48.9,-62,75.5,Curveball
7,61,-14,76.1,Curveball
161,82.9,12,76.2,Curveball
141,67.8,16,75.6,Curveball
189,89.5,57,75.3,Curveball
294,103.1,56,75.3,Curveball
337,99.7,18,75.5,Curveball
301,96.4,18,75.4,Curveball
17,89.8,-10,74.7,Knuckle Curve
8,68.3,-18,76.3,Slider
19,71.6,-4,74.8,Curveball
143,70,65,74.8,Curveball
38,98.7,0,74.7,Curveball
180,98.9,10,75.1,Curveball
25,96.5,-4,75.1,Curveball
267,76.7,35,75.1,Curveball
59,97.4,1,74.7,Curveball
431,105.2,25,74.9,Curveball
150,70.2,61,74.5,Curveball
258,90.1,20,74.9,Slider
376,96,36,74.6,Curveball
260,96.6,20,74.5,Curveball
24,87.7,-3,74.6,Curveball
346,93.4,27,74.5,Curveball
4,81.3,-19,74.5,Curveball
193,81.5,58,74.1,Curveball
21,90,-3,74.5,Curveball
272,87.1,24,74,Curveball
335,92.7,26,73.9,Curveball
269,83.3,35,74.3,Curveball
152,78.3,11,74,Curveball
279,77.8,38,74.1,Curveball
2,59.3,-48,73.5,Curveball
173,104.1,11,74,Curveball
203,82.4,60,74.5,Curveball
198,70.9,50,74.1,Curveball
405,106.9,36,73.6,Curveball
17,88.1,-5,73.4,Curveball
24,68.8,-3,74.9,Changeup
3,89.7,-35,73.8,Curveball
28,86.8,-3,73,Curveball
179,99.8,11,72.8,Curveball
24,83.2,-4,73.7,Curveball
288,107.6,19,73,Curveball
104,101,6,73.5,Curveball
290,89.4,40,72.5,Curveball
154,84.1,13,73,Curveball
380,96.8,24,72.9,Curveball
263,90.1,44,72.8,Curveball
4,66.1,-13,73,Curveball
259,90.2,47,72.4,Curveball
11,50.5,-9,71.6,Slider
397,104.4,23,72.3,Curveball
190,86.5,14,72.5,Curveball
4,46.4,-31,72.3,Fastball
363,108.2,24,72.6,Curveball
223,69.9,42,72.3,Curveball
315,87.9,39,72,Curveball
170,79.3,13,71.4,Curveball
349,103.2,20,72,Curveball
418,104,27,71.9,Curveball
453,107.6,30,71.6,Curveball
41,59,2,71.1,Curveball
164,96,12,71.6,Curveball
428,106.4,30,71.1,Curveball
24,87.2,-4,71.5,Curveball
46,81.4,0,70.4,Slider
230,87,56,69,Changeup
70,77.2,5,70.7,Curveball
255,85.1,19,70.3,Curveball
307,81.8,33,69.6,Curveball
6,71.4,-20,69.4,Curveball
18,67.3,-7,69.4,Curveball
338,98.2,18,69.4,Curveball
110,102.3,6,68.6,Fastball
94,73.8,10,69.1,Curveball
115,76.6,9,69,Curveball
223,86,54,69.4,Curveball
169,80.3,62,70.6,Curveball
246,74.1,29,69.2,Curveball
8,71.3,-17,68.5,Curveball
394,98.1,32,68.8,Curveball
4,65.3,-24,67,Slider
68,75,6,67.8,Curveball
373,101.7,36,66.8,Fastball
322,102,18,65.1,Fastball
177,70.3,59,65.1,Fastball
252,91.6,17,65.1,Fastball
348,99,41,64.5,Fastball
184,105.5,12,66.6,Curveball
266,77.4,25,63,Fastball
8,82,-22,63.2,Fastball
393,103.7,33,62.9,Fastball
379,102.3,27,63.5,Curveball
346,88.7,37,62.3,Curveball
62,79.4,4,51.7,Slider
3,63.5,-53,45.6,Curveball
