pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,pitch_name
FF,10/1/2021,93.9,-0.89,6.52,"Nimmo, Brandon",home_run,hit_into_play,fly_ball,414,111.1,21,93.4,2096,5.9,4-Seam Fastball
FF,4/10/2021,93.9,-1.43,6.28,"Harper, Bryce",home_run,hit_into_play,line_drive,390,115.6,20,95.3,2115,7.1,4-Seam Fastball
FF,4/15/2021,93.9,-1.35,5.63,"Wallach, Chad",field_out,hit_into_play,line_drive,332,102.5,17,94,2294,6.2,4-Seam Fastball
SI,8/12/2021,93.9,-0.9,6.15,"Naquin, Tyler",field_out,hit_into_play,ground_ball,7,84,-19,93,2006,5.6,Sinker
FF,5/17/2021,93.9,1.15,5.97,"Pillar, Kevin",double,hit_into_play,ground_ball,123,73.4,11,94.7,2247,6.5,4-Seam Fastball
FF,9/30/2021,93.9,-1.54,6.28,"Torreyes, Ronald",field_out,hit_into_play,ground_ball,37,85.2,-1,95.3,2069,7,4-Seam Fastball
FF,4/25/2021,93.9,-2.95,5.42,"Ahmed, Nick",single,hit_into_play,ground_ball,22,98.8,-4,94.4,2066,6.6,4-Seam Fastball
SI,4/29/2021,93.9,-2.19,5.79,"Acuña Jr., Ronald",single,hit_into_play,line_drive,176,73.3,17,94.3,2209,6.3,Sinker
FF,5/17/2021,93.9,1.75,6.42,"Peraza, José",field_out,hit_into_play,popup,135,56.5,54,93.7,2218,5.8,4-Seam Fastball
SI,9/8/2021,93.9,-0.73,6.21,"Soto, Juan",single,hit_into_play,ground_ball,8,95,-19,92.7,2079,5.6,Sinker
SI,4/9/2021,93.9,-2.06,5.66,"Realmuto, J.T.",single,hit_into_play,ground_ball,66,104,2,93.9,2126,6.3,Sinker
FF,8/27/2021,93.9,1.52,5.98,"Slater, Austin",field_out,hit_into_play,ground_ball,13,51.3,-10,94.4,2221,6.4,4-Seam Fastball
SI,6/5/2021,93.9,-1.89,5.51,"Betts, Mookie",field_out,hit_into_play,ground_ball,111,59.8,18,94.2,2091,6.3,Sinker
SI,6/30/2021,93.9,-0.5,6.18,"McCann, James",single,hit_into_play,ground_ball,78,102.3,3,92.8,2074,5.5,Sinker
FF,4/27/2021,93.9,-1.84,5.38,"Acuña Jr., Ronald",field_out,hit_into_play,popup,149,74.5,61,95.8,2305,6.8,4-Seam Fastball
FF,5/11/2021,93.9,-2,5.65,"Ray, Robbie",field_out,hit_into_play,popup,57,29.2,43,94.8,2055,6.5,4-Seam Fastball
FF,5/8/2021,93.9,-1.57,6.28,"Gregorius, Didi",field_out,hit_into_play,popup,83,65.8,71,95.1,1968,6.9,4-Seam Fastball
FF,7/1/2021,93.9,1.48,6.64,"Pillar, Kevin",field_out,hit_into_play,fly_ball,355,96,43,94.1,2186,6.3,4-Seam Fastball
FF,4/23/2021,93.9,-0.68,6.57,"Kelly, Carson",home_run,hit_into_play,fly_ball,402,105.5,26,94,2170,6.3,4-Seam Fastball
SI,4/29/2021,93.9,-1.46,6.22,"Ozuna, Marcell",field_out,hit_into_play,ground_ball,4,86.5,-33,93.5,2400,6.2,Sinker
FF,9/12/2021,93.8,-2.26,5.65,"Díaz, Lewin",field_out,hit_into_play,line_drive,280,82.9,27,93.5,2387,6.2,4-Seam Fastball
SI,7/30/2021,93.8,-0.91,6.27,"Escobar, Eduardo",field_out,hit_into_play,ground_ball,4,86,-17,92.6,2163,5.5,Sinker
FF,5/17/2021,93.8,0.94,6.19,"Pillar, Kevin",field_out,hit_into_play,fly_ball,380,100.1,26,93.7,2116,6.3,4-Seam Fastball
SI,4/9/2021,93.8,-2,5.68,"Segura, Jean",single,hit_into_play,ground_ball,13,107.9,-6,93.9,2131,6.4,Sinker
FF,8/27/2021,93.8,1.26,6.16,"Gausman, Kevin",field_out,hit_into_play,ground_ball,31,94.4,-4,94.7,2007,6.6,4-Seam Fastball
SI,6/15/2021,93.8,-1.14,6.12,"Bogaerts, Xander",home_run,hit_into_play,fly_ball,424,105.2,36,92.9,2117,5.6,Sinker
SI,4/29/2021,93.8,-2.79,5.57,"Bryant, Kris",single,hit_into_play,line_drive,157,70,16,94.3,2062,6.5,Sinker
SI,5/23/2021,93.8,1.13,6.03,"Vargas, Ildemaro",field_out,hit_into_play,fly_ball,384,100.3,25,94.3,1952,6.4,Sinker
FF,5/23/2021,93.8,0.94,6.26,"Frazier, Adam",single,hit_into_play,fly_ball,179,62.5,45,94,2069,6.2,4-Seam Fastball
FF,6/6/2021,93.8,1.01,6.12,"Bauer, Trevor",field_out,hit_into_play,ground_ball,2,68.6,-59,94.7,2160,6.5,4-Seam Fastball
FF,4/27/2021,93.8,-1.49,6.08,"Contreras, Willson",field_out,hit_into_play,ground_ball,1,75.3,-62,95.5,1974,7.3,4-Seam Fastball
FF,8/29/2021,93.8,-1.62,6.12,"Casali, Curt",field_out,hit_into_play,ground_ball,51,95.3,0,95.1,2091,7.2,4-Seam Fastball
FF,4/29/2021,93.8,-2.88,5.7,"Rizzo, Anthony",field_out,hit_into_play,fly_ball,364,98,35,94.8,2085,6.6,4-Seam Fastball
SI,6/4/2021,93.8,-0.82,6.19,"Pollock, AJ",field_out,hit_into_play,line_drive,272,78.5,29,92.5,2374,5.4,Sinker
FF,5/12/2021,93.8,0.81,6.26,"Gurriel Jr., Lourdes",field_out,hit_into_play,ground_ball,8,51.9,-20,93.9,2079,6.2,4-Seam Fastball
SI,7/17/2021,93.8,-0.64,6.16,"Díaz, Yandy",field_out,hit_into_play,ground_ball,36,107.1,-3,92.9,2082,5.6,Sinker
SI,6/29/2021,93.8,-1.23,6.3,"Alonso, Pete",field_out,hit_into_play,ground_ball,7,90.4,-27,92.4,2073,5.5,Sinker
FF,9/10/2021,93.8,-1.49,6.16,"Díaz, Isan",field_out,hit_into_play,ground_ball,9,97.6,-17,94.9,2054,7,4-Seam Fastball
FF,8/7/2021,93.8,1.33,6.76,"Adams, Riley",home_run,hit_into_play,fly_ball,412,110.1,41,94,2379,6.5,4-Seam Fastball
FF,7/31/2021,93.8,1.57,6.24,"Cain, Lorenzo",single,hit_into_play,line_drive,289,95,16,94.6,2465,6.4,4-Seam Fastball
FF,6/6/2021,93.8,0.97,6.08,"Betts, Mookie",field_out,hit_into_play,fly_ball,386,100,26,94.7,2110,6.5,4-Seam Fastball
FF,4/13/2021,93.8,0.87,6.3,"Aguilar, Jesús",single,hit_into_play,line_drive,255,85.3,17,93.6,2014,5.9,4-Seam Fastball
SI,6/2/2021,93.8,-1.36,6.04,"Robles, Victor",field_out,hit_into_play,fly_ball,356,100.9,38,92.8,2363,5.5,Sinker
FF,9/10/2021,93.8,-1.35,6.34,"Rojas, Miguel",field_out,hit_into_play,fly_ball,254,79.5,42,95.1,1917,6.9,4-Seam Fastball
FF,9/10/2021,93.8,-1.55,6.15,"Díaz, Isan",field_out,hit_into_play,fly_ball,310,94.9,45,95.6,1970,7.2,4-Seam Fastball
FF,8/29/2021,93.8,-1.42,6.21,"Long, Sam",field_out,hit_into_play,ground_ball,6,73.8,-13,94.4,2047,7.1,4-Seam Fastball
FF,6/1/2021,93.8,-2.15,5.96,"Acuña Jr., Ronald",home_run,hit_into_play,fly_ball,432,109.8,29,94,2282,6.3,4-Seam Fastball
FF,8/1/2021,93.8,-2.45,6.62,"Swanson, Dansby",field_out,hit_into_play,line_drive,340,99.8,22,93.6,2125,6.4,4-Seam Fastball
SI,4/14/2021,93.8,-3.37,6.11,"Albies, Ozzie",field_out,hit_into_play,ground_ball,52,87.1,2,94.2,2255,6.6,Sinker
FF,10/1/2021,93.8,-0.62,5.9,"Arcia, Orlando",field_out,hit_into_play,ground_ball,3,99.9,-32,94.1,2385,6.7,4-Seam Fastball
FF,7/3/2021,93.8,-3.27,6.12,"Freeman, Freddie",single,hit_into_play,line_drive,223,89.8,16,94,2156,6.3,4-Seam Fastball
FF,6/30/2021,93.8,0.74,6.2,"Smith, Kevan",field_out,hit_into_play,ground_ball,7,88.3,-15,95.4,2091,7.2,4-Seam Fastball
SI,7/18/2021,93.8,-1.58,5.89,"Vogt, Stephen",single,hit_into_play,line_drive,190,76.4,18,94.7,2387,6.7,Sinker
FF,5/20/2021,93.8,-3.06,5.89,"Albies, Ozzie",field_out,hit_into_play,popup,37,90.5,84,94.1,2629,6.6,4-Seam Fastball
CH,7/3/2021,93.8,-2.14,6.04,"Almonte, Abraham",field_out,hit_into_play,line_drive,283,83.4,20,93.7,2105,6.2,Changeup
FF,9/7/2021,93.7,1.76,6.39,"d'Arnaud, Travis",field_out,hit_into_play,line_drive,264,84.1,19,94.1,2340,6.6,4-Seam Fastball
FF,8/27/2021,93.7,-2.46,5.95,"Soler, Jorge",single,hit_into_play,ground_ball,0,49,-83,93.8,2127,6.5,4-Seam Fastball
FF,5/22/2021,93.7,-1.56,6.33,"Albies, Ozzie",home_run,hit_into_play,fly_ball,395,107.4,42,93.1,2291,6,4-Seam Fastball
FC,6/4/2021,93.7,-1.45,6.45,"Albies, Ozzie",field_out,hit_into_play,fly_ball,326,88.4,39,95.4,2648,7.1,Cutter
SI,8/28/2021,93.7,-1.7,5.21,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,1,51.5,-61,94.3,1935,6.6,Sinker
FF,10/2/2021,93.7,-1.11,5.78,"Smyly, Drew",field_out,hit_into_play,ground_ball,18,62.4,-5,94.1,2357,6.7,4-Seam Fastball
SI,5/31/2021,93.7,2.31,6.21,"Riley, Austin",field_out,hit_into_play,line_drive,294,90.7,26,93,2105,5.7,Sinker
SI,6/2/2021,93.7,2.36,6.31,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,20,95.5,-5,92.3,2435,5.7,Sinker
FF,7/31/2021,93.7,1.62,6.37,"Adames, Willy",field_out,hit_into_play,fly_ball,218,95.2,62,94,2455,6.2,4-Seam Fastball
FF,5/7/2021,93.7,-1.55,6.38,"Realmuto, J.T.",home_run,hit_into_play,fly_ball,416,103.6,30,95,2620,6.8,4-Seam Fastball
FF,7/16/2021,93.7,-1.91,5.47,"Choi, Ji-Man",home_run,hit_into_play,fly_ball,362,96.1,25,94.1,2323,6.5,4-Seam Fastball
FF,6/20/2021,93.7,-1.87,5.57,"Goldschmidt, Paul",single,hit_into_play,ground_ball,67,82.9,3,94.7,2077,6.6,4-Seam Fastball
FF,7/17/2021,93.7,1.16,6.05,"Choi, Ji-Man",field_out,hit_into_play,popup,149,76.5,65,94.2,1960,6.6,4-Seam Fastball
FF,5/17/2021,93.7,0.8,6.23,"Nido, Tomás",double,hit_into_play,fly_ball,339,95.3,25,94.5,2084,6.4,4-Seam Fastball
FF,7/4/2021,93.7,1.4,6.69,"León, Sandy",field_out,hit_into_play,popup,116,91.9,68,94.1,2301,6.5,4-Seam Fastball
FF,6/16/2021,93.7,-1.39,6.2,"Dalbec, Bobby",single,hit_into_play,ground_ball,13,97.6,-10,94.8,2001,6.9,4-Seam Fastball
FF,9/29/2021,93.7,1.5,6.06,"Torreyes, Ronald",single,hit_into_play,ground_ball,76,60.2,9,94.5,2107,6.6,4-Seam Fastball
FF,4/23/2021,93.7,-0.79,5.68,"Heredia, Guillermo",double,hit_into_play,line_drive,386,105.9,21,93.1,2411,6.1,4-Seam Fastball
SI,4/25/2021,93.7,-2.93,5.46,"Escobar, Eduardo",field_out,hit_into_play,popup,169,87.6,66,94.7,1971,6.8,Sinker
FF,5/12/2021,93.7,1.02,6.19,"Guerrero Jr., Vladimir",field_out,hit_into_play,ground_ball,1,69.7,-65,94.2,2111,6.2,4-Seam Fastball
SI,5/13/2021,93.7,-1.87,5.62,"Gurriel Jr., Lourdes",single,hit_into_play,line_drive,169,105.8,8,93.1,2023,6,Sinker
SI,7/30/2021,93.7,-1.04,5.63,"Taylor, Tyrone",field_out,hit_into_play,ground_ball,2,86.3,-41,95.2,2233,7.1,Sinker
FF,4/14/2021,93.7,-1.9,5.62,"Dickerson, Corey",single,hit_into_play,fly_ball,243,71.6,36,93.6,2240,6.3,4-Seam Fastball
FF,4/29/2021,93.7,-2.88,5.67,"Rizzo, Anthony",single,hit_into_play,line_drive,249,79,23,94.5,2090,6.6,4-Seam Fastball
FF,8/27/2021,93.7,1.39,6.03,"Ruf, Darin",field_out,hit_into_play,ground_ball,4,89.3,-26,94.5,2018,6.4,4-Seam Fastball
SI,7/30/2021,93.7,-1.44,5.72,"Wong, Kolten",field_out,hit_into_play,ground_ball,3,89.5,-36,94.8,2045,6.7,Sinker
FF,10/2/2021,93.7,-2.85,5.89,"Pillar, Kevin",triple,hit_into_play,fly_ball,302,88.6,27,94.5,2364,6.9,4-Seam Fastball
FF,4/23/2021,93.6,-0.76,5.69,"Freeman, Freddie",field_out,hit_into_play,fly_ball,281,85.6,41,92.8,2605,6.1,4-Seam Fastball
SI,5/11/2021,93.6,-2.02,5.48,"Bichette, Bo",field_out,hit_into_play,ground_ball,2,72.9,-41,93.9,1943,6.4,Sinker
SI,4/9/2021,93.6,-1.99,5.54,"Bohm, Alec",field_out,hit_into_play,line_drive,349,101.2,20,93.9,2177,6.3,Sinker
FF,4/10/2021,93.6,-1.57,6.28,"Segura, Jean",field_out,hit_into_play,line_drive,157,72.7,14,94.7,1957,6.8,4-Seam Fastball
FF,6/16/2021,93.6,-2.36,5.79,"Riley, Austin",field_out,hit_into_play,fly_ball,247,90.5,53,94.2,2273,6,4-Seam Fastball
FF,9/29/2021,93.6,1.63,5.9,"Realmuto, J.T.",field_out,hit_into_play,popup,229,73.5,45,93.8,2108,6.4,4-Seam Fastball
FF,9/9/2021,93.6,-0.8,6.64,"Fedde, Erick",field_out,hit_into_play,ground_ball,9,49.8,-14,93.4,1927,6,4-Seam Fastball
FF,5/12/2021,93.6,0.92,6.12,"Grichuk, Randal",field_out,hit_into_play,fly_ball,269,83.7,39,94.1,2261,6.4,4-Seam Fastball
FF,9/28/2021,93.6,-1.99,5.47,"Gregorius, Didi",field_out,hit_into_play,ground_ball,39,102,-2,93.9,2139,6.3,4-Seam Fastball
FF,7/16/2021,93.6,-2.68,6.33,"Choi, Ji-Man",field_out,hit_into_play,line_drive,307,101.2,17,94.4,1967,6.5,4-Seam Fastball
SI,5/17/2021,93.6,-1.16,6.2,"Villar, Jonathan",field_out,hit_into_play,fly_ball,216,85.2,60,92.8,2399,5.6,Sinker
FF,9/10/2021,93.6,-1.58,6.16,"Rojas, Miguel",field_out,hit_into_play,ground_ball,5,86.9,-24,95.2,1970,7.1,4-Seam Fastball
FF,9/7/2021,93.6,1.27,6.23,"Hernandez, Yadiel",double,hit_into_play,fly_ball,358,99.1,32,94.3,2141,6.5,4-Seam Fastball
FF,9/10/2021,93.6,-1.5,6.12,"Díaz, Lewin",field_out,hit_into_play,popup,69,79.4,76,94.7,1940,7,4-Seam Fastball
SI,7/20/2021,93.6,-1.38,5.72,"Grisham, Trent",field_out,hit_into_play,ground_ball,3,94,-36,94.5,2134,6.8,Sinker
SI,4/26/2021,93.6,-2.09,5.61,"Hoerner, Nico",double,hit_into_play,line_drive,221,100.5,12,93.7,2145,6.1,Sinker
SI,9/14/2021,93.6,-1.43,5.63,"Story, Trevor",home_run,hit_into_play,fly_ball,430,107,29,94.5,2248,6.8,Sinker
FF,8/29/2021,93.6,0.55,6.17,"Duvall, Adam",field_out,hit_into_play,line_drive,175,57.1,31,92.9,2121,6.1,4-Seam Fastball
FF,6/1/2021,93.6,2.4,6.23,"Acuña Jr., Ronald",single,hit_into_play,line_drive,241,108.8,13,92.5,2395,5.6,4-Seam Fastball
SI,10/2/2021,93.6,-1.4,5.8,"Arcia, Orlando",single,hit_into_play,ground_ball,105,105.8,4,93.7,2064,6.4,Sinker
FF,9/8/2021,93.6,-1.41,5.66,"Duvall, Adam",home_run,hit_into_play,fly_ball,397,105.8,37,94.8,1945,7,4-Seam Fastball
SI,8/6/2021,93.6,-1.42,5.91,"Vogt, Stephen",field_out,hit_into_play,ground_ball,6,94.1,-14,95.4,1769,7.1,Sinker
FF,5/20/2021,93.6,-1.54,6.16,"Ozuna, Marcell",field_out,hit_into_play,ground_ball,48,80.3,1,94.1,2576,6.4,4-Seam Fastball
FF,9/15/2021,93.6,-2.6,5.93,"Riley, Austin",single,hit_into_play,ground_ball,68,100.9,3,93.4,2135,6.2,4-Seam Fastball
FF,4/9/2021,93.6,-1.85,5.58,"Inciarte, Ender",field_out,hit_into_play,ground_ball,6,104.3,-21,94.2,2154,6.7,4-Seam Fastball
FF,9/7/2021,93.6,1.65,6.26,"Freeman, Freddie",field_out,hit_into_play,popup,14,91.1,80,94,2313,6.6,4-Seam Fastball
FF,7/21/2021,93.6,-2.43,6.47,"Pederson, Joc",field_out,hit_into_play,fly_ball,376,100.9,35,95.1,2070,7,4-Seam Fastball
FF,4/15/2021,93.6,2.66,5.95,"Albies, Ozzie",field_out,hit_into_play,popup,229,68.6,38,93.9,2358,6.6,4-Seam Fastball
FF,10/3/2021,93.5,-0.45,5.87,"Arcia, Orlando",field_out,hit_into_play,ground_ball,7,99.7,-18,93.9,2419,6.7,4-Seam Fastball
FF,6/30/2021,93.5,-0.92,5.45,"Heredia, Guillermo",double,hit_into_play,line_drive,307,101.3,17,95.1,2207,7.2,4-Seam Fastball
FF,6/1/2021,93.5,-2.18,6.06,"Almonte, Abraham",field_out,hit_into_play,line_drive,165,84.2,10,93.7,2447,6.2,4-Seam Fastball
CH,5/19/2021,93.5,-2.56,4.92,"Freeman, Freddie",field_out,hit_into_play,fly_ball,377,102.4,23,94.4,2255,6.9,Changeup
FF,10/3/2021,93.5,-0.76,6.27,"Albies, Ozzie",double,hit_into_play,line_drive,282,90.6,22,94.4,2142,6.8,4-Seam Fastball
FF,5/8/2021,93.5,-1.26,5.77,"Pache, Cristian",field_out,hit_into_play,ground_ball,18,103.6,-8,93.9,2445,6.6,4-Seam Fastball
FF,8/24/2021,93.5,3.46,5.21,"Duvall, Adam",field_out,hit_into_play,popup,153,90.1,70,93.3,2437,6.3,4-Seam Fastball
SI,5/31/2021,93.5,-2.68,5.79,"Riley, Austin",field_out,hit_into_play,line_drive,159,74.4,16,94.3,2160,6.5,Sinker
FF,8/28/2021,93.5,-1.72,5.11,"Albies, Ozzie",field_out,hit_into_play,fly_ball,242,78.2,43,94.4,2087,6.8,4-Seam Fastball
FF,4/14/2021,93.5,-2.32,5.83,"Acuña Jr., Ronald",home_run,hit_into_play,fly_ball,434,110.8,32,92.9,2218,6.2,4-Seam Fastball
SI,9/9/2021,93.5,-0.91,5.89,"Riley, Austin",field_out,hit_into_play,fly_ball,306,83.3,41,94.6,1795,6.8,Sinker
FF,6/6/2021,93.5,2.88,5.72,"Heredia, Guillermo",single,hit_into_play,line_drive,245,106.1,9,92.9,1897,6,4-Seam Fastball
FF,4/9/2021,93.5,-1.78,5.56,"d'Arnaud, Travis",field_out,hit_into_play,line_drive,336,108,18,93.9,2171,6.7,4-Seam Fastball
FF,8/8/2021,93.5,1.26,6.06,"Barrera, Tres",field_out,hit_into_play,popup,42,71.3,79,94.2,2038,6.3,4-Seam Fastball
FF,9/29/2021,93.5,1.26,6.12,"Gregorius, Didi",field_out,hit_into_play,ground_ball,3,103,-29,94.3,2072,6.7,4-Seam Fastball
SI,4/29/2021,93.5,-1.59,6.37,"Riley, Austin",single,hit_into_play,line_drive,234,78.8,19,93.6,2315,6.3,Sinker
FF,10/2/2021,93.5,-3.15,5.9,"Guillorme, Luis",field_out,hit_into_play,line_drive,274,92.4,18,94.3,2315,6.8,4-Seam Fastball
FF,9/29/2021,93.5,1.41,6.04,"McCutchen, Andrew",field_out,hit_into_play,fly_ball,272,92,50,94,2180,6.5,4-Seam Fastball
FF,9/7/2021,93.5,1.24,6.14,"Ruiz, Keibert",field_out,hit_into_play,popup,202,62.5,34,94.8,2167,6.7,4-Seam Fastball
FF,4/11/2021,93.5,1.44,6.8,"Bohm, Alec",double,hit_into_play,line_drive,380,111.6,18,93.9,2163,6.5,4-Seam Fastball
FF,4/14/2021,93.5,-1.78,5.69,"Anderson, Brian",field_out,hit_into_play,popup,29,79.3,79,92.9,2459,6.3,4-Seam Fastball
FF,6/3/2021,93.5,1.06,6.42,"Harrison, Josh",field_out,hit_into_play,fly_ball,246,78.7,37,93.5,2116,6.2,4-Seam Fastball
FF,5/11/2021,93.5,-1.74,5.65,"Biggio, Cavan",field_out,hit_into_play,line_drive,276,83.5,25,94.4,1960,6.6,4-Seam Fastball
FF,8/6/2021,93.5,1.7,6.29,"Kieboom, Carter",field_out,hit_into_play,popup,83,86.1,76,93.3,2433,6.1,4-Seam Fastball
FF,8/8/2021,93.5,1.46,6.03,"Escobar, Alcides",field_out,hit_into_play,ground_ball,27,70.3,-3,93.9,2048,6.4,4-Seam Fastball
SI,6/2/2021,93.5,1.83,6.67,"Harrison, Josh",field_out,hit_into_play,popup,168,58.9,48,92.4,2160,5.8,Sinker
FF,6/16/2021,93.5,-1.37,6.26,"Verdugo, Alex",field_out,hit_into_play,ground_ball,165,79.3,15,94.8,2021,6.9,4-Seam Fastball
SI,7/2/2021,93.5,1.86,6.54,"Cooper, Garrett",single,hit_into_play,line_drive,231,102.1,9,92.9,1980,5.8,Sinker
FF,5/31/2021,93.5,1.4,6.67,"Robles, Victor",field_out,hit_into_play,fly_ball,191,74.2,55,93.6,2333,6.2,4-Seam Fastball
FF,10/2/2021,93.5,-2.97,5.98,"McCann, James",double,hit_into_play,line_drive,260,103.4,12,94.2,2322,6.8,4-Seam Fastball
FF,6/18/2021,93.5,0.99,6.17,"Edman, Tommy",double,hit_into_play,line_drive,188,103.1,10,94.5,2033,6.5,4-Seam Fastball
FF,9/28/2021,93.5,1.37,6.75,"Realmuto, J.T.",field_out,hit_into_play,line_drive,326,99.3,18,93.2,2267,6.3,4-Seam Fastball
SI,8/8/2021,93.4,1.37,6.06,"Bell, Josh",single,hit_into_play,ground_ball,35,98.1,-3,93.8,1934,6.4,Sinker
SI,4/26/2021,93.4,-1.93,5.69,"Davies, Zach",single,hit_into_play,ground_ball,9,88.7,-17,93.1,2135,6.2,Sinker
SI,6/2/2021,93.4,1.63,6.71,"Soto, Juan",home_run,hit_into_play,fly_ball,437,109.7,28,92.6,2234,5.6,Sinker
FF,6/16/2021,93.4,-2.44,5.72,"Inciarte, Ender",field_out,hit_into_play,ground_ball,55,102.2,1,93.3,2304,6.1,4-Seam Fastball
SI,7/21/2021,93.4,-1.54,6.1,"Machado, Manny",double,hit_into_play,line_drive,355,108.9,15,92.7,2101,5.6,Sinker
SI,9/28/2021,93.4,-2.14,5.39,"McCutchen, Andrew",field_out,hit_into_play,ground_ball,4,83.3,-30,93.8,1942,6.5,Sinker
FF,6/1/2021,93.4,0.97,6.17,"Harrison, Josh",field_out,hit_into_play,ground_ball,15,99.6,-8,94.1,2164,6.4,4-Seam Fastball
FF,9/30/2021,93.4,-1.67,6.21,"Realmuto, J.T.",field_out,hit_into_play,ground_ball,82,90.4,5,94.7,2094,7,4-Seam Fastball
SI,5/17/2021,93.4,-1.49,6.16,"Smith, Dominic",single,hit_into_play,line_drive,245,103.2,14,92.2,2478,5.5,Sinker
SI,5/11/2021,93.4,-1.91,5.57,"Guerrero Jr., Vladimir",home_run,hit_into_play,fly_ball,379,106.3,23,94.2,1894,6.5,Sinker
SI,8/11/2021,93.4,-1.19,5.69,"Barnhart, Tucker",field_out,hit_into_play,fly_ball,336,97,44,94.7,2263,7.1,Sinker
FF,9/12/2021,93.4,1.53,6.17,"Rojas, Miguel",field_out,hit_into_play,ground_ball,15,101.7,-9,93.9,2013,6.4,4-Seam Fastball
SI,7/17/2021,93.4,1.18,6.26,"Díaz, Yandy",single,hit_into_play,ground_ball,35,83.2,-1,94,1981,6.5,Sinker
FF,4/15/2021,93.4,-1.52,6.22,"Chisholm Jr., Jazz",field_out,hit_into_play,line_drive,171,57,28,94.5,2025,7,4-Seam Fastball
FF,9/30/2021,93.4,-1.56,6.19,"Segura, Jean",field_out,hit_into_play,popup,96,76.1,73,94.7,1925,6.8,4-Seam Fastball
FF,9/11/2021,93.4,-3.02,5.94,"Chisholm Jr., Jazz",field_out,hit_into_play,fly_ball,214,99.1,60,94.3,2356,6.9,4-Seam Fastball
SI,6/15/2021,93.4,-0.7,6.15,"Martinez, J.D.",field_out,hit_into_play,line_drive,316,96.7,17,92.3,2334,5.6,Sinker
FF,9/8/2021,93.4,-2.73,5.97,"Soto, Juan",home_run,hit_into_play,fly_ball,432,109.3,35,94.3,2358,6.9,4-Seam Fastball
FF,4/29/2021,93.4,-2.64,5.68,"Alzolay, Adbert",single,hit_into_play,ground_ball,14,89.9,-10,93.8,2038,6.5,4-Seam Fastball
FF,4/14/2021,93.4,-2.21,5.8,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,2,65.2,-48,93.3,2285,6.2,4-Seam Fastball
SI,5/13/2021,93.4,1.86,6.49,"Swanson, Dansby",home_run,hit_into_play,fly_ball,436,107,37,93.3,1984,6.1,Sinker
SI,5/23/2021,93.4,-2.47,6.29,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,116,110.1,6,93,2267,5.9,Sinker
FC,6/1/2021,93.4,-3.16,5.93,"Almonte, Abraham",field_out,hit_into_play,ground_ball,14,91.3,-11,94.5,2608,6.6,Cutter
FF,4/14/2021,93.4,-2.42,5.87,"Freeman, Freddie",field_out,hit_into_play,fly_ball,242,81,47,92.5,2167,6.1,4-Seam Fastball
FF,5/7/2021,93.4,-1.66,5.61,"Freeman, Freddie",field_out,hit_into_play,ground_ball,54,104.5,0,94.2,2190,6.6,4-Seam Fastball
SI,6/18/2021,93.4,-2.17,5.78,"Almonte, Abraham",single,hit_into_play,line_drive,149,94.9,8,94,2037,6.4,Sinker
SI,8/28/2021,93.4,-1.75,5.1,"Swanson, Dansby",field_out,hit_into_play,fly_ball,327,89.9,32,93.9,1890,6.8,Sinker
FF,8/1/2021,93.4,-1.54,5.97,"Duvall, Adam",field_out,hit_into_play,fly_ball,316,90.8,45,92.7,2356,5.6,4-Seam Fastball
FF,5/19/2021,93.4,0.47,6.38,"Acuña Jr., Ronald",field_out,hit_into_play,fly_ball,248,85.4,53,95.1,2124,7.1,4-Seam Fastball
FC,6/18/2021,93.4,-1.99,5.08,"Freeman, Freddie",single,hit_into_play,line_drive,236,87.3,20,93,2209,5.8,Cutter
FC,9/8/2021,93.4,-3.38,6.06,"Swanson, Dansby",field_out,hit_into_play,line_drive,160,106.6,9,93.9,2559,6.4,Cutter
FF,10/3/2021,93.3,-0.62,5.97,"Adrianza, Ehire",field_out,hit_into_play,fly_ball,351,99.4,39,93.5,2484,6.6,4-Seam Fastball
FF,8/8/2021,93.3,-2.4,6.93,"Freeman, Freddie",field_out,hit_into_play,fly_ball,316,87.6,33,94,2058,6.6,4-Seam Fastball
FF,8/8/2021,93.3,2.01,6.5,"Duvall, Adam",single,hit_into_play,ground_ball,146,90.2,8,94,2132,6.7,4-Seam Fastball
FF,8/11/2021,93.3,-0.35,6.15,"Swanson, Dansby",field_out,hit_into_play,popup,68,74,75,92.6,2287,5.7,4-Seam Fastball
SI,6/30/2021,93.3,0.47,6.2,"Swanson, Dansby",field_out,hit_into_play,line_drive,308,96.9,20,94.7,2085,7.1,Sinker
SI,4/10/2021,93.3,-2.63,5.82,"Ozuna, Marcell",single,hit_into_play,line_drive,219,110.4,9,94.1,2079,6.8,Sinker
FF,5/22/2021,93.3,-1.66,6.37,"Swanson, Dansby",double,hit_into_play,line_drive,352,104.9,20,92.7,2263,5.8,4-Seam Fastball
FF,4/13/2021,93.3,-2.31,5.36,"Acuña Jr., Ronald",field_out,hit_into_play,line_drive,350,105.3,20,94.2,2223,6.7,4-Seam Fastball
