pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,pitch_name
SI,4/10/2021,91.3,-2.85,5.78,"Albies, Ozzie",field_out,hit_into_play,fly_ball,377,96.4,31,92,2150,6.6,Sinker
SI,8/28/2021,91.3,-1.75,5.04,"Rosario, Eddie",field_out,hit_into_play,fly_ball,356,98.4,24,91.6,1817,6.8,Sinker
SL,7/3/2021,91.3,-2.91,5.03,"Freeman, Freddie",single,hit_into_play,ground_ball,2,82.2,-33,90.9,2501,5.9,Slider
SL,9/28/2021,91.3,-1.64,5.46,"Swanson, Dansby",single,hit_into_play,line_drive,197,79.4,16,93.3,2348,7.3,Slider
FF,6/3/2021,91.3,2.16,6.48,"Freeman, Freddie",field_out,hit_into_play,ground_ball,7,86.7,-20,92.9,2206,6.8,4-Seam Fastball
SI,6/1/2021,91.3,-1.82,6.02,"Contreras, William",field_out,hit_into_play,ground_ball,126,109.6,5,92.9,2017,7,Sinker
FF,5/17/2021,91.3,1.08,6.24,"Nido, Tomás",field_out,hit_into_play,line_drive,190,103.7,12,92,2207,6.3,4-Seam Fastball
FF,6/6/2021,91.3,1.4,6.67,"Pujols, Albert",home_run,hit_into_play,fly_ball,402,99.8,27,91.8,2212,6.5,4-Seam Fastball
FF,4/13/2021,91.3,3.13,5.63,"Alfaro, Jorge",field_out,hit_into_play,fly_ball,312,92.7,43,91,2472,6.4,4-Seam Fastball
SI,9/14/2021,91.2,-1.27,5.31,"Díaz, Elias",field_out,hit_into_play,fly_ball,256,88.6,50,91,2063,6,Sinker
FF,6/15/2021,91.2,1.13,6.41,"Rodriguez, Eduardo",field_out,hit_into_play,fly_ball,272,86.4,46,91.5,1765,6.1,4-Seam Fastball
FC,7/20/2021,91.2,-3.05,6.27,"Cronenworth, Jake",field_out,hit_into_play,ground_ball,12,93.5,-8,91.7,2142,6.5,Cutter
SI,5/12/2021,91.2,1.08,6.14,"Semien, Marcus",field_out,hit_into_play,ground_ball,4,63.9,-35,91.4,1990,6.4,Sinker
SI,7/20/2021,91.2,-1.39,5.73,"Myers, Wil",single,hit_into_play,line_drive,214,106.8,11,92.5,2057,6.9,Sinker
FC,4/25/2021,91.2,-2.84,6.04,"Wilson, Bryse",field_out,hit_into_play,ground_ball,10,80.1,-16,91.7,2293,6.5,Cutter
FF,10/3/2021,91.2,1.49,6.66,"Nimmo, Brandon",field_out,hit_into_play,ground_ball,9,93.3,-18,90.9,2281,6.3,4-Seam Fastball
FC,8/6/2021,91.2,-1.59,5.83,"Almonte, Abraham",field_out,hit_into_play,ground_ball,18,102.6,-6,92.3,2112,6.7,Cutter
SI,7/17/2021,91.2,2.67,5.61,"Freeman, Freddie",single,hit_into_play,ground_ball,133,106,6,91.6,1721,6.3,Sinker
SI,5/9/2021,91.2,2.69,5.9,"Ynoa, Huascar",single,hit_into_play,ground_ball,24,86,-5,91.6,1872,6.2,Sinker
SI,6/3/2021,91.2,2.13,6.36,"Adrianza, Ehire",field_out,hit_into_play,line_drive,304,99.7,18,92.7,1927,6.8,Sinker
SI,8/28/2021,91.2,-1.63,5.14,"Swanson, Dansby",field_out,hit_into_play,popup,200,80.6,55,91.5,1780,6.7,Sinker
FF,6/30/2021,91.2,2.36,5.53,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,19,55,-5,91.8,1932,6.3,4-Seam Fastball
FC,7/20/2021,91.2,-1.6,5.9,"Pederson, Joc",single,hit_into_play,ground_ball,22,28.4,5,92,2566,6.5,Cutter
CH,7/16/2021,91.2,-0.91,5.94,"Almonte, Abraham",field_out,hit_into_play,ground_ball,41,27.2,31,91.8,1979,6.5,Changeup
SI,7/2/2021,91.1,2.12,6.54,"Freeman, Freddie",single,hit_into_play,line_drive,190,73.7,19,89.7,1974,5.4,Sinker
FF,10/3/2021,91.1,-2.13,5.12,"d'Arnaud, Travis",field_out,hit_into_play,line_drive,310,88.3,22,92.9,2162,7,4-Seam Fastball
SI,7/17/2021,91.1,2.39,5.61,"Pederson, Joc",field_out,hit_into_play,ground_ball,9,104.2,-11,91.4,1778,6.4,Sinker
FF,4/25/2021,91.1,2.97,5.63,"Adrianza, Ehire",field_out,hit_into_play,ground_ball,,,,91.4,2473,6.8,4-Seam Fastball
FC,7/20/2021,91.1,-2.86,6.33,"Machado, Manny",field_out,hit_into_play,fly_ball,380,100.6,35,92,2060,6.6,Cutter
SI,4/28/2021,91.1,-3.12,5.85,"Riley, Austin",double,hit_into_play,line_drive,287,104.3,14,91,2067,6.1,Sinker
SI,6/2/2021,91.1,1.84,6.68,"Turner, Trea",double,hit_into_play,ground_ball,136,102.8,5,91,1962,6,Sinker
FC,10/3/2021,91.1,-2.85,6.39,"Villar, Jonathan",field_out,hit_into_play,ground_ball,6,76.1,-25,92.1,2156,6.7,Cutter
FC,10/1/2021,91,-2.97,6.34,"Pillar, Kevin",field_out,hit_into_play,line_drive,179,82.2,13,91.4,2184,6.6,Cutter
FF,6/18/2021,91,1.12,6.15,"Woodford, Jake",field_out,hit_into_play,ground_ball,6,101.2,-19,91.8,1834,6.3,4-Seam Fastball
FF,5/18/2021,91,1.01,6.28,"Smith, Dominic",single,hit_into_play,ground_ball,2,69.1,-50,91.2,2003,6.2,4-Seam Fastball
SI,7/17/2021,91,1.26,6.25,"Bruján, Vidal",field_out,hit_into_play,ground_ball,3,85.8,-38,91.5,1796,6.3,Sinker
FC,7/16/2021,91,-2.95,6.22,"Wendle, Joey",single,hit_into_play,ground_ball,1,93.7,-55,91.8,1993,6.5,Cutter
SI,8/10/2021,91,1.87,6.53,"Suárez, Eugenio",field_out,hit_into_play,fly_ball,342,91.7,28,90.1,2005,5.7,Sinker
FF,8/23/2021,91,1.77,6.76,"Albies, Ozzie",field_out,hit_into_play,fly_ball,278,84.6,28,91.5,2244,6.5,4-Seam Fastball
SI,6/3/2021,91,2.39,6.32,"Freeman, Freddie",field_out,hit_into_play,line_drive,173,88.9,11,92,2012,6.6,Sinker
FF,8/23/2021,91,1.84,6.76,"Soler, Jorge",field_out,hit_into_play,fly_ball,385,99.2,24,91.8,2175,6.7,4-Seam Fastball
FF,8/24/2021,91,3.48,5.18,"Albies, Ozzie",field_out,hit_into_play,fly_ball,254,87.1,54,91,2438,6.4,4-Seam Fastball
FC,6/29/2021,91,-1.98,5.65,"Morton, Charlie",field_out,hit_into_play,ground_ball,92,71,6,91,2612,6,Cutter
FF,10/3/2021,91,-2.17,5.14,"Duvall, Adam",field_out,hit_into_play,fly_ball,381,101.9,33,91.6,2300,6.7,4-Seam Fastball
FF,5/12/2021,91,2.31,5.69,"Albies, Ozzie",single,hit_into_play,fly_ball,221,73.8,27,91.2,1905,6.4,4-Seam Fastball
CH,7/1/2021,91,-1.12,5.53,"Almonte, Abraham",double,hit_into_play,line_drive,282,100.3,15,92.2,1639,7,Changeup
SL,5/17/2021,91,-2.39,5.11,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,1,54.8,-63,92.1,2399,7,Slider
SL,5/18/2021,91,-1.47,6.2,"Heredia, Guillermo",double,hit_into_play,line_drive,190,72.7,20,91.2,2101,6.2,Slider
FC,6/18/2021,90.9,-1.78,5.06,"Fried, Max",field_out,hit_into_play,ground_ball,3,80.4,-38,90.3,2220,5.6,Cutter
FF,5/21/2021,90.9,1.87,5.74,"Heredia, Guillermo",field_out,hit_into_play,fly_ball,338,89.7,30,91.2,2341,6.4,4-Seam Fastball
SL,8/29/2021,90.9,-2.03,5.73,"Swanson, Dansby",field_out,hit_into_play,fly_ball,206,82.1,51,91.7,2393,6.3,Slider
SI,9/12/2021,90.9,-2.21,4.7,"Fried, Max",single,hit_into_play,ground_ball,7,84,-15,90.8,2246,6.2,Sinker
FF,5/21/2021,90.9,1.82,5.83,"Tomlin, Josh",field_out,hit_into_play,fly_ball,299,86.8,39,90.9,2320,6.3,4-Seam Fastball
SI,8/10/2021,90.9,-0.32,5.53,"Smyly, Drew",field_out,hit_into_play,ground_ball,7,90,-12,91.8,2335,6.7,Sinker
CH,9/12/2021,90.9,-1.51,6.16,"Albies, Ozzie",single,hit_into_play,line_drive,204,88.2,17,92.2,1797,6.9,Changeup
SI,8/8/2021,90.9,-1.15,5.31,"Robles, Victor",single,hit_into_play,line_drive,210,92.6,12,91.1,1982,6.2,Sinker
FF,4/25/2021,90.9,2.86,5.76,"Albies, Ozzie",field_out,hit_into_play,fly_ball,280,88.7,45,90.8,2613,6.6,4-Seam Fastball
SI,8/11/2021,90.9,-1.16,5.57,"Naquin, Tyler",field_out,hit_into_play,ground_ball,12,88,-11,92.2,2095,7,Sinker
FF,4/25/2021,90.9,3.47,5.57,"Smith, Pavin",triple,hit_into_play,fly_ball,390,99.4,32,91.5,2142,6.6,4-Seam Fastball
FC,5/19/2021,90.8,-3.15,6.28,"Lindor, Francisco",field_out,hit_into_play,ground_ball,23,103.2,-4,91,2294,6.3,Cutter
FF,4/11/2021,90.8,1.84,6.25,"Acuña Jr., Ronald",single,hit_into_play,line_drive,268,79,25,90.9,2228,6.3,4-Seam Fastball
FF,6/5/2021,90.8,1.68,6.21,"Freeman, Freddie",field_out,hit_into_play,fly_ball,332,105.4,50,91.3,2450,6.4,4-Seam Fastball
SI,5/7/2021,90.8,-2.28,5.66,"Ozuna, Marcell",single,hit_into_play,line_drive,228,82.9,18,91.6,1954,6.7,Sinker
FF,4/11/2021,90.8,1.88,6.29,"Pache, Cristian",double,hit_into_play,line_drive,263,82.6,23,90.5,2262,6.2,4-Seam Fastball
FF,6/20/2021,90.8,1.62,5.95,"Riley, Austin",field_out,hit_into_play,ground_ball,29,87.2,-3,91.8,2324,6.6,4-Seam Fastball
SI,4/10/2021,90.8,-2.73,5.8,"Acuña Jr., Ronald",field_out,hit_into_play,fly_ball,306,100,44,91.8,2024,6.8,Sinker
FC,4/13/2021,90.8,-2.29,5.51,"Adrianza, Ehire",field_out,hit_into_play,popup,168,57.9,44,92.1,2277,6.8,Cutter
SL,7/3/2021,90.7,-2.95,5.11,"Sandoval, Pablo",field_out,hit_into_play,popup,161,78.5,65,90.2,2666,5.9,Slider
SI,5/19/2021,90.7,0.95,6.11,"Morton, Charlie",single,hit_into_play,line_drive,248,86.9,15,91.7,1950,7.1,Sinker
SI,9/10/2021,90.7,3.39,5.68,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,6,83.4,-22,90.5,2173,6.3,Sinker
SI,7/16/2021,90.7,-1.29,5.26,"Meadows, Austin",single,hit_into_play,line_drive,224,105.1,12,90.3,2013,5.9,Sinker
FC,8/11/2021,90.7,-2.95,6.33,"Farmer, Kyle",field_out,hit_into_play,ground_ball,2,78.1,-32,91.1,2224,6.5,Cutter
SI,7/3/2021,90.7,-1.24,5.22,"Panik, Joe",field_out,hit_into_play,ground_ball,19,66.8,-6,90.9,2027,6.1,Sinker
SI,8/10/2021,90.7,1.82,6.64,"Farmer, Kyle",field_out,hit_into_play,fly_ball,300,95.6,49,90.4,1780,5.9,Sinker
SI,4/11/2021,90.7,1.76,6.69,"Moore, Matt",field_out,hit_into_play,line_drive,309,95.1,20,90.2,2024,6,Sinker
FC,5/19/2021,90.7,-3.19,6.29,"Villar, Jonathan",field_out,hit_into_play,ground_ball,7,74,-24,90.8,2192,6.3,Cutter
SI,8/8/2021,90.6,-1.18,5.35,"Zimmerman, Ryan",single,hit_into_play,line_drive,275,102.8,13,90.4,1969,6.2,Sinker
FF,7/21/2021,90.6,1.34,6.47,"Cronenworth, Jake",field_out,hit_into_play,line_drive,344,100.4,20,90.9,2357,6.3,4-Seam Fastball
SI,6/6/2021,90.6,1.18,6.13,"Smith, Will",field_out,hit_into_play,ground_ball,1,73,-54,90.9,1883,6.4,Sinker
FC,9/8/2021,90.6,1.79,5.72,"Kieboom, Carter",field_out,hit_into_play,ground_ball,11,101.6,-12,91.3,2531,6.1,Cutter
FF,4/25/2021,90.6,3.55,5.57,"Escobar, Eduardo",single,hit_into_play,ground_ball,105,73.5,9,91,2190,6.6,4-Seam Fastball
FF,10/3/2021,90.6,-2.21,5.17,"Rosario, Eddie",field_out,hit_into_play,ground_ball,6,98.7,-20,91.6,2268,6.6,4-Seam Fastball
SI,7/17/2021,90.6,2.55,5.58,"Freeman, Freddie",home_run,hit_into_play,fly_ball,434,105.4,28,91,1656,6.3,Sinker
FF,8/6/2021,90.6,-0.43,6.91,"Adrianza, Ehire",single,hit_into_play,ground_ball,40,104.8,-1,90.7,2120,6.1,4-Seam Fastball
FF,4/11/2021,90.6,1.87,6.3,"Riley, Austin",field_out,hit_into_play,ground_ball,18,76.5,-5,90.2,2381,6.1,4-Seam Fastball
SL,4/12/2021,90.5,-2.4,6.04,"Swanson, Dansby",field_out,hit_into_play,fly_ball,372,99.5,38,90.1,2461,6,Slider
FF,4/14/2021,90.5,-2.26,5.95,"Riley, Austin",field_out,hit_into_play,fly_ball,366,99.4,33,90.7,2073,6.4,4-Seam Fastball
SI,7/17/2021,90.5,2.64,5.72,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,1,82.1,-69,90.4,1671,6.1,Sinker
SI,7/17/2021,90.5,2.39,5.55,"Pederson, Joc",home_run,hit_into_play,fly_ball,415,104.3,25,91,1773,6.4,Sinker
FF,5/13/2021,90.5,-0.75,6.89,"Adrianza, Ehire",single,hit_into_play,line_drive,267,98.7,16,91,2199,6.3,4-Seam Fastball
SL,10/3/2021,90.5,-1.51,5.93,"Albies, Ozzie",field_out,hit_into_play,line_drive,294,96.8,18,91.1,2133,6.3,Slider
FF,6/5/2021,90.5,1.72,6.23,"Heredia, Guillermo",single,hit_into_play,ground_ball,22,92.5,-6,91,2489,6.3,4-Seam Fastball
SL,6/29/2021,90.5,-2.12,5.07,"Sandoval, Pablo",field_out,hit_into_play,line_drive,302,85.1,22,92.3,2048,7.2,Slider
FF,9/11/2021,90.5,-1.85,5.42,"Morton, Charlie",field_out,hit_into_play,fly_ball,349,89.2,32,90.8,2074,6.4,4-Seam Fastball
FC,4/26/2021,90.5,2.44,5.48,"Duffy, Matt",single,hit_into_play,ground_ball,86,99.9,4,90.7,2559,6.1,Cutter
FC,6/6/2021,90.5,-2.76,6.34,"Turner, Justin",field_out,hit_into_play,ground_ball,12,81.6,-8,90.9,2022,6.4,Cutter
FC,8/6/2021,90.5,-1.53,5.24,"Hernandez, Yadiel",single,hit_into_play,line_drive,218,98.5,15,90.5,2322,6.2,Cutter
FF,5/22/2021,90.4,-1.96,5.46,"Craig, Will",single,hit_into_play,line_drive,178,75.1,15,91.2,1963,6.5,4-Seam Fastball
FF,4/28/2021,90.4,3.05,5.74,"Wolters, Tony",field_out,hit_into_play,fly_ball,194,78.8,58,91.4,2267,6.7,4-Seam Fastball
SI,8/8/2021,90.4,-1.35,5.27,"Stevenson, Andrew",field_out,hit_into_play,ground_ball,124,99.8,6,90.6,1950,6.2,Sinker
FC,5/11/2021,90.4,2.01,5.69,"Guerrero Jr., Vladimir",single,hit_into_play,ground_ball,134,116.3,7,90.3,2627,6.1,Cutter
FC,4/25/2021,90.4,2.04,6.65,"Peralta, David",home_run,hit_into_play,fly_ball,445,106.9,26,90.4,2208,6,Cutter
FF,9/11/2021,90.4,-1.68,5.47,"Soler, Jorge",field_out,hit_into_play,fly_ball,358,100.4,38,90.7,2117,6.4,4-Seam Fastball
SI,5/17/2021,90.4,-1.76,6.55,"Mathis, Jeff",field_out,hit_into_play,ground_ball,6,94,-18,89.8,1990,5.8,Sinker
CH,9/14/2021,90.4,-0.62,6.53,"Albies, Ozzie",field_out,hit_into_play,ground_ball,,,,90,1989,5.9,Changeup
CH,8/24/2021,90.4,1.7,5.77,"Freeman, Freddie",field_out,hit_into_play,fly_ball,364,94.7,33,90,2200,6.1,Changeup
CH,9/12/2021,90.4,-1.6,6.19,"Soler, Jorge",field_out,hit_into_play,ground_ball,12,61.5,-10,92.1,1844,7.1,Changeup
SL,10/1/2021,90.4,-1.72,6.18,"Adrianza, Ehire",single,hit_into_play,line_drive,202,75.5,23,89.8,2421,5.8,Slider
CH,5/22/2021,90.4,-1.62,6.37,"Freeman, Freddie",single,hit_into_play,line_drive,238,100.5,11,90.3,1603,5.9,Changeup
FF,4/11/2021,90.3,1.77,6.39,"Acuña Jr., Ronald",single,hit_into_play,ground_ball,13,108.6,-4,90.4,2179,6.4,4-Seam Fastball
SI,8/23/2021,90.3,1.7,6.84,"Albies, Ozzie",field_out,hit_into_play,ground_ball,42,100.5,-1,91.2,2003,6.6,Sinker
SL,4/10/2021,90.3,-2.67,5.9,"Acuña Jr., Ronald",double,hit_into_play,ground_ball,5,70.3,-19,91,2075,6.6,Slider
CH,5/31/2021,90.3,-2.84,5.75,"Albies, Ozzie",field_out,hit_into_play,fly_ball,262,83,47,90.8,2052,6.6,Changeup
SL,9/11/2021,90.3,-2.34,5.85,"Swanson, Dansby",field_out,hit_into_play,fly_ball,292,89.2,43,90,2301,6.2,Slider
SI,7/17/2021,90.3,2.36,5.6,"Fried, Max",single,hit_into_play,line_drive,162,101.9,8,91,1757,6.5,Sinker
SI,9/7/2021,90.3,2.83,6.25,"Arcia, Orlando",field_out,hit_into_play,ground_ball,4,68.1,-31,89.1,1912,5.6,Sinker
CH,6/17/2021,90.3,-2.05,5.72,"Sandoval, Pablo",field_out,hit_into_play,ground_ball,10,101.6,-9,91.3,1903,6.8,Changeup
SL,5/8/2021,90.3,-1.61,5.71,"Swanson, Dansby",field_out,hit_into_play,fly_ball,358,95.4,27,91.5,2635,6.5,Slider
FC,9/8/2021,90.3,1.57,6.6,"Suero, Wander",field_out,hit_into_play,ground_ball,3,81.7,-32,89.8,1764,5.8,Cutter
SI,8/10/2021,90.3,1.96,6.62,"Aquino, Aristides",home_run,hit_into_play,fly_ball,404,100.9,31,89.6,1965,5.7,Sinker
FC,7/16/2021,90.3,-2.96,6.16,"Kiermaier, Kevin",field_out,hit_into_play,ground_ball,2,75,-47,90.7,2025,6.4,Cutter
FF,8/12/2021,90.3,-0.89,6.06,"Winker, Jesse",single,hit_into_play,line_drive,247,89.4,16,89.8,2319,6,4-Seam Fastball
FF,4/29/2021,90.3,-1.07,5.9,"Marisnick, Jake",field_out,hit_into_play,ground_ball,11,105.6,-15,89.2,2514,5.5,4-Seam Fastball
FC,8/8/2021,90.3,-2.77,6.25,"Bell, Josh",field_out,hit_into_play,ground_ball,90,76.7,7,90.9,1981,6.5,Cutter
SI,7/4/2021,90.2,-1.32,6.05,"Duvall, Adam",single,hit_into_play,line_drive,227,88.6,16,89.4,2171,5.6,Sinker
SI,8/10/2021,90.2,1.83,6.52,"Gray, Sonny",field_out,hit_into_play,line_drive,147,57.1,23,89.8,2070,5.9,Sinker
SI,4/28/2021,90.2,-2.96,6.01,"Heredia, Guillermo",double,hit_into_play,ground_ball,40,82.1,0,90,2141,6.1,Sinker
FC,4/27/2021,90.2,-1.6,5.43,"Ozuna, Marcell",field_out,hit_into_play,line_drive,328,87.5,26,90.9,2534,6.4,Cutter
FC,4/26/2021,90.2,-1.75,5.31,"Swanson, Dansby",field_out,hit_into_play,ground_ball,5,68.9,-33,90.9,2579,6.5,Cutter
FC,6/5/2021,90.2,2.26,5.47,"Lux, Gavin",field_out,hit_into_play,popup,180,78.4,58,90.5,2549,6.4,Cutter
FC,10/2/2021,90.2,2.08,6.51,"McCann, James",field_out,hit_into_play,line_drive,327,98.9,18,89.4,1980,5.9,Cutter
FC,8/6/2021,90.2,-1.65,5.86,"Albies, Ozzie",field_out,hit_into_play,line_drive,290,84.9,27,90.8,2074,6.8,Cutter
FF,6/5/2021,90.2,1.32,6.32,"Swanson, Dansby",double,hit_into_play,line_drive,283,103.6,17,90.7,2423,6.5,4-Seam Fastball
SI,6/20/2021,90.2,-1,6.29,"Contreras, William",field_out,hit_into_play,ground_ball,6,92.5,-22,91,2167,6.5,Sinker
FF,5/12/2021,90.2,2.36,5.69,"Adrianza, Ehire",field_out,hit_into_play,line_drive,307,93.9,20,90.5,1892,6.5,4-Seam Fastball
SI,7/4/2021,90.2,3.37,5.79,"Adrianza, Ehire",field_out,hit_into_play,ground_ball,3,93.8,-28,90.8,1975,6.6,Sinker
SL,6/5/2021,90.2,1.69,6.14,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,46,100.1,0,90.5,2578,6.4,Slider
SI,7/17/2021,90.1,2.44,5.58,"Fried, Max",double,hit_into_play,line_drive,291,87.5,27,90.5,1698,6.4,Sinker
SL,4/12/2021,90.1,-2.25,6,"Ozuna, Marcell",field_out,hit_into_play,fly_ball,292,85.2,43,90,2351,6.1,Slider
FF,5/21/2021,90.1,2.18,6.05,"Albies, Ozzie",double,hit_into_play,line_drive,381,110.3,17,89.7,2367,6,4-Seam Fastball
SL,7/18/2021,90.1,-1.57,5.91,"Riley, Austin",single,hit_into_play,ground_ball,1,62.8,-61,91,2759,6.7,Slider
SL,10/1/2021,90.1,-2.01,5.23,"Heredia, Guillermo",field_out,hit_into_play,fly_ball,208,71.8,50,91.4,2135,7.1,Slider
FF,4/11/2021,90.1,1.88,6.39,"Freeman, Freddie",field_out,hit_into_play,ground_ball,12,87.5,-13,89.6,2380,6.2,4-Seam Fastball
FF,9/11/2021,90.1,-1.6,5.61,"d'Arnaud, Travis",single,hit_into_play,line_drive,278,95.7,15,90.6,2081,6.6,4-Seam Fastball
FC,6/29/2021,90.1,2.02,5.56,"Peraza, José",double,hit_into_play,line_drive,325,97.4,19,90.6,2545,6.3,Cutter
FF,4/23/2021,90.1,-0.74,5.71,"Swanson, Dansby",triple,hit_into_play,fly_ball,351,95.6,25,89.9,2370,6.2,4-Seam Fastball
SI,7/3/2021,90.1,-1.41,5.23,"Marte, Starling",field_out,hit_into_play,ground_ball,10,103.9,-15,89.8,2023,6,Sinker
SI,4/28/2021,90.1,-2.97,5.95,"Acuña Jr., Ronald",field_out,hit_into_play,ground_ball,4,93.2,-24,89.7,2253,6.1,Sinker
FC,7/16/2021,90,1.83,5.54,"Choi, Ji-Man",field_out,hit_into_play,ground_ball,8,80,-19,90.6,2632,6.3,Cutter
FF,4/25/2021,90,3.47,5.6,"VanMeter, Josh",single,hit_into_play,ground_ball,17,102.1,-7,90.4,2122,6.5,4-Seam Fastball
FF,6/4/2021,90,3.05,5.69,"Betts, Mookie",field_out,hit_into_play,fly_ball,211,95.4,62,90.4,2212,6.4,4-Seam Fastball
SI,7/3/2021,90,-1.43,5.24,"Alfaro, Jorge",field_out,hit_into_play,ground_ball,4,80.5,-25,89.8,1989,6.1,Sinker
FC,5/9/2021,90,2.35,5.53,"Segura, Jean",field_out,hit_into_play,popup,203,71.8,48,89.9,2547,6.1,Cutter
FC,9/30/2021,90,2.06,5.62,"Herrera, Odúbel",field_out,hit_into_play,ground_ball,4,85.5,-29,90.4,2684,6.2,Cutter
FF,6/1/2021,90,-0.6,5.65,"Contreras, William",field_out,hit_into_play,ground_ball,8,101.8,-13,91.1,2305,6.7,4-Seam Fastball
FF,6/30/2021,90,0.68,6.13,"Smith, Kevan",single,hit_into_play,ground_ball,95,99.3,5,91.8,1884,7,4-Seam Fastball
FC,5/11/2021,90,-1.53,5.47,"Freeman, Freddie",field_out,hit_into_play,ground_ball,,,,90.2,2768,6.2,Cutter
SI,8/6/2021,90,-0.38,6.9,"Swanson, Dansby",field_out,hit_into_play,line_drive,349,104.9,20,90,1883,6.2,Sinker
SI,7/3/2021,90,3.26,5.97,"Heredia, Guillermo",single,hit_into_play,line_drive,236,79.5,18,90.6,1956,6.6,Sinker
CH,8/24/2021,90,3.85,5.61,"Riley, Austin",single,hit_into_play,ground_ball,38,105.9,-1,90.1,1110,6.5,Changeup
FF,5/13/2021,89.9,-0.63,7.02,"Acuña Jr., Ronald",home_run,hit_into_play,fly_ball,442,108,35,89.7,2125,6,4-Seam Fastball
FS,5/17/2021,89.9,-1.99,6.32,"Riley, Austin",field_out,hit_into_play,ground_ball,74,101.7,3,89.8,1655,6.1,Split-Finger
SL,7/4/2021,89.9,-2.67,5.05,"Arcia, Orlando",single,hit_into_play,line_drive,189,108.4,8,89.7,2790,5.8,Slider
SL,5/17/2021,89.9,-2.43,5.12,"Ozuna, Marcell",field_out,hit_into_play,fly_ball,297,85.2,37,91.9,2374,7.2,Slider
SL,9/11/2021,89.9,-2.46,5.94,"Pederson, Joc",field_out,hit_into_play,ground_ball,7,98.2,-13,90.2,2456,6.2,Slider
FC,8/6/2021,89.9,-1.38,5.2,"García, Luis",double,hit_into_play,line_drive,319,99.9,21,90.2,2189,6.3,Cutter
SL,6/16/2021,89.9,1.89,6.29,"Vázquez, Christian",double,hit_into_play,ground_ball,86,94.7,4,89.7,2231,6.4,Slider
FC,5/13/2021,89.9,1.93,5.63,"Gurriel Jr., Lourdes",field_out,hit_into_play,ground_ball,8,93.8,-11,90.2,2660,6.2,Cutter
SI,7/30/2021,89.9,-1.21,5.7,"Adames, Willy",double,hit_into_play,line_drive,310,106.3,20,90.9,2030,6.9,Sinker
FC,9/8/2021,89.8,1.84,5.63,"Stevenson, Andrew",field_out,hit_into_play,fly_ball,286,91.5,48,90,2477,6.2,Cutter
SI,8/10/2021,89.8,1.86,6.55,"Gray, Sonny",field_out,hit_into_play,ground_ball,6,72.1,-17,89.3,2011,5.9,Sinker
FF,4/29/2021,89.8,-1.06,6.1,"Rizzo, Anthony",single,hit_into_play,line_drive,197,80.7,14,88.4,2350,5.5,4-Seam Fastball
FC,4/25/2021,89.8,-2.86,6.04,"Adrianza, Ehire",field_out,hit_into_play,popup,117,77.5,68,90.5,2163,6.5,Cutter
FF,5/21/2021,89.8,-0.98,5.87,"Polanco, Gregory",field_out,hit_into_play,popup,133,84.8,72,89,2377,5.7,4-Seam Fastball
FC,6/16/2021,89.8,2.43,5.56,"Gonzalez, Marwin",double,hit_into_play,line_drive,358,99.8,18,90.1,2731,6.1,Cutter
SL,9/12/2021,89.8,-1.95,5.82,"d'Arnaud, Travis",field_out,hit_into_play,ground_ball,23,104.6,-4,89.1,2375,5.7,Slider
SL,7/1/2021,89.8,-1.13,5.65,"Heredia, Guillermo",field_out,hit_into_play,ground_ball,51,96.4,0,91.4,2456,6.7,Slider
SI,7/17/2021,89.8,2.53,5.73,"Heredia, Guillermo",double,hit_into_play,line_drive,270,95.2,16,89.8,1776,6.1,Sinker
SI,7/4/2021,89.8,3.2,5.9,"Arcia, Orlando",single,hit_into_play,ground_ball,6,91.5,-21,90.7,1957,6.7,Sinker
FC,9/30/2021,89.8,-2.33,6.31,"Albies, Ozzie",field_out,hit_into_play,popup,195,79.4,60,89.5,2332,6.1,Cutter
FF,6/20/2021,89.8,-1.23,6.23,"Freeman, Freddie",single,hit_into_play,line_drive,289,102,17,90.6,2198,6.7,4-Seam Fastball
FF,8/29/2021,89.8,0.58,6.2,"Albies, Ozzie",double,hit_into_play,line_drive,295,110,16,88.9,2034,6,4-Seam Fastball
FC,7/16/2021,89.8,-1.67,6.36,"Heredia, Guillermo",field_out,hit_into_play,line_drive,104,103.2,5,90.7,2091,6.7,Cutter
SL,9/15/2021,89.7,-0.29,6.65,"Duvall, Adam",single,hit_into_play,line_drive,220,72,23,88.9,2556,5.8,Slider
FF,6/18/2021,89.7,2.88,5.8,"Swanson, Dansby",field_out,hit_into_play,fly_ball,354,100.6,25,89.4,2127,6.1,4-Seam Fastball
SL,4/9/2021,89.7,-1.71,5.58,"Acuña Jr., Ronald",home_run,hit_into_play,fly_ball,456,114.1,29,91.2,2491,7.1,Slider
SL,4/11/2021,89.7,-1.58,5.76,"Acuña Jr., Ronald",home_run,hit_into_play,fly_ball,428,108.6,25,90.2,2600,6.4,Slider
FC,8/6/2021,89.7,-1.38,5.91,"Freeman, Freddie",field_out,hit_into_play,ground_ball,4,69.4,-39,91,2051,6.8,Cutter
